Order ID,Order Date,Country,Region,State,City,Category,Sub-Category,Product Name,Customer Name,Quantity,Sales,Discount,Profit
US-2019-130092,11/01/2019,United States,East,Delaware,Dover,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",Seth Vernon,2,9.94,0,3.0814
US-2019-157147,13/01/2019,United States,West,California,San Francisco,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",Brian Dahlen,3,333.999,0.15,3.9294
US-2019-109232,13/01/2019,United States,South,South Carolina,Mount Pleasant,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,Natalie DeCherney,6,545.94,0,87.3504
US-2019-157147,13/01/2019,United States,West,California,San Francisco,Office Supplies,Art,4009 Highlighters by Sanford,Brian Dahlen,5,19.9,0,6.567
US-2019-118192,13/01/2019,United States,East,Ohio,Newark,Office Supplies,Binders,Avery Metallic Poly Binders,Michael Moore,2,3.438,0.7,-2.5212
US-2019-162775,13/01/2019,United States,South,Louisiana,Bossier City,Office Supplies,Binders,3-ring staple pack,Chris Selesnick,3,5.64,0,2.7072
US-2019-162775,13/01/2019,United States,South,Louisiana,Bossier City,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,Chris Selesnick,3,50.94,0,25.47
US-2019-162775,13/01/2019,United States,South,Louisiana,Bossier City,Office Supplies,Envelopes,Staple envelope,Chris Selesnick,2,11.36,0,5.3392
US-2019-118192,13/01/2019,United States,East,Ohio,Newark,Office Supplies,Paper,Xerox 1923,Michael Moore,7,37.408,0.2,13.0928
US-2019-162775,13/01/2019,United States,South,Louisiana,Bossier City,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,Chris Selesnick,6,572.58,0,34.3548
US-2019-157147,13/01/2019,United States,West,California,San Francisco,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,Brian Dahlen,5,1325.85,0,238.653
US-2019-162775,13/01/2019,United States,South,Louisiana,Bossier City,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,Chris Selesnick,6,646.74,0,258.696
US-2019-149524,14/01/2019,United States,East,Pennsylvania,Philadelphia,Furniture,Bookcases,Sauder Cornerstone Collection Library,Brendan Sweed,4,61.96,0.5,-53.2856
US-2019-103366,15/01/2019,United States,South,Georgia,Roswell,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Erica Hackney,5,149.95,0,65.978
US-2019-115791,16/01/2019,United States,East,Pennsylvania,Philadelphia,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,Delfina Latchford,6,127.104,0.2,28.5984
US-2019-115791,16/01/2019,United States,East,Pennsylvania,Philadelphia,Office Supplies,Binders,GBC Linen Binding Covers,Delfina Latchford,2,18.588,0.7,-13.6312
US-2019-115791,16/01/2019,United States,East,Pennsylvania,Philadelphia,Office Supplies,Labels,Round Specialty Laser Printer Labels,Delfina Latchford,3,30.072,0.2,10.1493
US-2019-115791,16/01/2019,United States,East,Pennsylvania,Philadelphia,Technology,Phones,AT&T 841000 Phone,Delfina Latchford,3,124.2,0.4,-31.05
US-2019-123477,18/01/2019,United States,West,Oregon,Springfield,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,David Wiener,4,64.864,0.2,6.4864
US-2019-146591,19/01/2019,United States,West,Arizona,Scottsdale,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Toby Swindell,5,181.47,0.7,-320.597
US-2019-146591,19/01/2019,United States,West,Arizona,Scottsdale,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Toby Swindell,10,32.34,0.7,-23.716
US-2019-146591,19/01/2019,United States,West,Arizona,Scottsdale,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Toby Swindell,5,108.72,0.2,36.693
US-2019-146591,19/01/2019,United States,West,Arizona,Scottsdale,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",Toby Swindell,4,56.064,0.2,19.6224
US-2019-147627,20/01/2019,United States,South,Arkansas,Jonesboro,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Hunter Lopez,3,1067.94,0,224.2674
US-2019-167927,20/01/2019,United States,Central,Michigan,Westland,Furniture,Furnishings,Ultra Door Push Plate,Xylona Preis,3,14.73,0,4.8609
US-2019-167927,20/01/2019,United States,Central,Michigan,Westland,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Xylona Preis,3,272.94,0,30.0234
US-2019-147627,20/01/2019,United States,South,Arkansas,Jonesboro,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Hunter Lopez,4,38.6,0,11.58
US-2019-148614,20/01/2019,United States,West,California,Los Angeles,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Mark Van Huff,2,19.3,0,5.79
US-2019-167927,20/01/2019,United States,Central,Michigan,Westland,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Xylona Preis,4,247.716,0.1,93.5816
US-2019-147627,20/01/2019,United States,South,Arkansas,Jonesboro,Office Supplies,Art,Newell 351,Hunter Lopez,7,22.96,0,6.6584
US-2019-147627,20/01/2019,United States,South,Arkansas,Jonesboro,Office Supplies,Art,Newell 327,Hunter Lopez,3,6.63,0,1.7901
US-2019-167927,20/01/2019,United States,Central,Michigan,Westland,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,Xylona Preis,3,43.92,0,12.7368
US-2019-167927,20/01/2019,United States,Central,Michigan,Westland,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Xylona Preis,5,19.05,0,8.9535
US-2019-147774,20/01/2019,United States,South,Tennessee,Smyrna,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,Muhammed MacIntyre,1,67.194,0.7,-51.5154
US-2019-167927,20/01/2019,United States,Central,Michigan,Westland,Office Supplies,Binders,Storex Dura Pro Binders,Xylona Preis,5,29.7,0,13.365
US-2019-147627,20/01/2019,United States,South,Arkansas,Jonesboro,Office Supplies,Envelopes,Staple envelope,Hunter Lopez,3,23.34,0,10.9698
US-2019-148614,20/01/2019,United States,West,California,Los Angeles,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",Mark Van Huff,2,19.36,0,9.2928
US-2019-167927,20/01/2019,United States,Central,Michigan,Westland,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,Xylona Preis,1,13.98,0,4.0542
US-2019-167927,20/01/2019,United States,Central,Michigan,Westland,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Xylona Preis,2,66.58,0,15.9792
US-2019-147627,20/01/2019,United States,South,Arkansas,Jonesboro,Technology,Phones,Apple iPhone 5C,Hunter Lopez,7,699.93,0,181.9818
US-2019-110422,21/01/2019,United States,South,Florida,Miami,Furniture,Furnishings,Ultra Door Pull Handle,Tom Boeckenhauer,3,25.248,0.2,4.1028
CA-2019-115238,21/01/2019,Canada,East,Ontario,Toronto,Furniture,Furnishings,"Eldon Imàge Series Desk Accessories, Clear",Jane Waco,5,24.3,0,10.45
CA-2019-115238,21/01/2019,Canada,East,Ontario,Toronto,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Jane Waco,1,9.48,0,3.79
CA-2019-115238,21/01/2019,Canada,East,Ontario,Toronto,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",Jane Waco,5,31.4,0,13.19
CA-2019-115238,21/01/2019,Canada,East,Ontario,Toronto,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),Jane Waco,1,6.48,0,3.11
CA-2019-115238,21/01/2019,Canada,East,Ontario,Toronto,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",Jane Waco,10,209.5,0,58.66
US-2019-146997,23/01/2019,United States,Central,Indiana,Lafayette,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",Speros Goranitis,3,5.94,0,0
US-2019-102645,23/01/2019,United States,West,Nevada,Las Vegas,Office Supplies,Paper,Xerox 195,Ionia McGrath,6,40.08,0,19.2384
US-2019-167997,26/01/2019,United States,Central,South Dakota,Rapid City,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Carol Adams,2,141.96,0,39.7488
US-2019-155502,26/01/2019,United States,South,Virginia,Alexandria,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,Shirley Daniels,3,12.42,0,4.4712
US-2019-155502,26/01/2019,United States,South,Virginia,Alexandria,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",Shirley Daniels,3,62.82,0,30.7818
US-2019-167997,26/01/2019,United States,Central,South Dakota,Rapid City,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Carol Adams,2,10.68,0,5.0196
US-2019-155502,26/01/2019,United States,South,Virginia,Alexandria,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Shirley Daniels,2,16.68,0,8.34
US-2019-155502,26/01/2019,United States,South,Virginia,Alexandria,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Shirley Daniels,3,19.44,0,9.3312
US-2019-155502,26/01/2019,United States,South,Virginia,Alexandria,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",Shirley Daniels,8,489.92,0,0
US-2019-155502,26/01/2019,United States,South,Virginia,Alexandria,Technology,Phones,Jabra SPEAK 410,Shirley Daniels,2,187.98,0,52.6344
US-2019-155502,26/01/2019,United States,South,Virginia,Alexandria,Technology,Phones,Macally Suction Cup Mount,Shirley Daniels,13,155.35,0,0
US-2019-117163,27/01/2019,United States,West,California,San Diego,Furniture,Tables,Balt Split Level Computer Training Table,Ed Jacobs,3,333,0.2,-16.65
US-2019-117163,27/01/2019,United States,West,California,San Diego,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,Ed Jacobs,4,36.44,0,12.0252
US-2019-117163,27/01/2019,United States,West,California,San Diego,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,Ed Jacobs,1,57.23,0,14.3075
US-2019-100328,28/01/2019,United States,East,New York,New York City,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Jasper Cacioppo,1,3.928,0.2,1.3257
US-2019-134103,30/01/2019,United States,Central,Michigan,Detroit,Office Supplies,Paper,Xerox 1972,Mike Vittorini,2,10.56,0,4.752
US-2019-134103,30/01/2019,United States,Central,Michigan,Detroit,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,Mike Vittorini,2,229.94,0,6.8982
US-2019-115161,31/01/2019,United States,West,California,Mission Viejo,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",Liz Carlisle,2,290.666,0.15,3.4196
US-2019-140795,01/02/2019,United States,Central,Wisconsin,Green Bay,Technology,Accessories,Enermax Aurora Lite Keyboard,Bradley Drucker,6,468.9,0,206.316
US-2019-123400,02/02/2019,United States,South,Florida,Saint Petersburg,Office Supplies,Binders,Surelock Post Binders,Eric Barreto,2,18.336,0.7,-12.224
US-2019-139857,02/02/2019,United States,West,California,San Diego,Office Supplies,Fasteners,Staples,Cynthia Delaney,5,12.35,0,5.8045
US-2019-123400,02/02/2019,United States,South,Florida,Saint Petersburg,Technology,Phones,AT&T 17929 Lendline Telephone,Eric Barreto,5,180.96,0.2,13.572
US-2019-111059,03/02/2019,United States,West,Washington,Seattle,Office Supplies,Binders,Avery Durable Poly Binders,Tom Boeckenhauer,3,13.272,0.2,4.3134
US-2019-111059,03/02/2019,United States,West,Washington,Seattle,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,Tom Boeckenhauer,2,83.84,0.2,27.248
US-2019-104808,04/02/2019,United States,West,California,Escondido,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Mark Haberlin,2,17.248,0.2,6.0368
US-2019-107181,04/02/2019,United States,West,California,San Diego,Office Supplies,Binders,GBC Recycled Grain Textured Covers,Deborah Brumfield,3,82.896,0.2,29.0136
US-2019-107181,04/02/2019,United States,West,California,San Diego,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Deborah Brumfield,4,34.24,0,16.0928
US-2019-108182,06/02/2019,United States,Central,Illinois,Romeoville,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",Delfina Latchford,2,8.952,0.8,-14.7708
US-2019-131905,06/02/2019,United States,South,Virginia,Chesapeake,Office Supplies,Labels,Avery 480,Neil Ducich,4,15,0,7.2
US-2019-131905,06/02/2019,United States,South,Virginia,Chesapeake,Technology,Phones,AT&T CL82213,Neil Ducich,5,144.95,0,42.0355
US-2019-131905,06/02/2019,United States,South,Virginia,Chesapeake,Technology,Phones,Aastra 57i VoIP phone,Neil Ducich,1,161.61,0,42.0186
US-2019-169390,07/02/2019,United States,East,New York,New York City,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,Chris Selesnick,4,64.96,0,9.744
US-2019-107755,07/02/2019,United States,East,New Jersey,Linden,Technology,Accessories,Maxell DVD-RAM Discs,Cyma Kinney,7,115.36,0,49.6048
US-2019-125759,08/02/2019,United States,West,Nevada,North Las Vegas,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",Nathan Mautz,2,14.56,0,5.5328
US-2019-168368,11/02/2019,United States,Central,Missouri,Columbia,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",Guy Armstrong,1,60.89,0,15.2225
US-2019-168368,11/02/2019,United States,Central,Missouri,Columbia,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Guy Armstrong,3,332.94,0,53.2704
US-2019-127614,11/02/2019,United States,South,Virginia,Chesapeake,Furniture,Tables,Hon 2111 Invitation Series Corner Table,Natalie Fritzler,6,1256.22,0,75.3732
US-2019-127614,11/02/2019,United States,South,Virginia,Chesapeake,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,Natalie Fritzler,2,17.46,0,8.2062
US-2019-168368,11/02/2019,United States,Central,Missouri,Columbia,Office Supplies,Binders,VariCap6 Expandable Binder,Guy Armstrong,3,51.9,0,24.393
US-2019-168368,11/02/2019,United States,Central,Missouri,Columbia,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Guy Armstrong,2,9.64,0,4.4344
US-2019-168368,11/02/2019,United States,Central,Missouri,Columbia,Office Supplies,Labels,Avery 483,Guy Armstrong,3,14.94,0,6.8724
US-2019-168368,11/02/2019,United States,Central,Missouri,Columbia,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,Guy Armstrong,2,64.96,0,2.5984
US-2019-127614,11/02/2019,United States,South,Virginia,Chesapeake,Technology,Accessories,Enermax Aurora Lite Keyboard,Natalie Fritzler,3,234.45,0,103.158
US-2019-110674,12/02/2019,United States,West,California,Concord,Furniture,Chairs,"Global Geo Office Task Chair, Gray",Sanjit Chand,2,129.568,0.2,-24.294
US-2019-121762,14/02/2019,United States,West,Washington,Seattle,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,Marina Lichtenstein,2,81.96,0,22.9488
US-2019-107706,14/02/2019,United States,Central,Texas,Houston,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",Shui Tom,3,16.176,0.2,6.066
US-2019-121762,14/02/2019,United States,West,Washington,Seattle,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,Marina Lichtenstein,2,238.62,0,4.7724
US-2019-121762,14/02/2019,United States,West,Washington,Seattle,Technology,Accessories,Logitech G600 MMO Gaming Mouse,Marina Lichtenstein,3,239.97,0,86.3892
US-2019-165568,15/02/2019,United States,West,Washington,Seattle,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,Barry Französisch,5,21.36,0.2,7.209
US-2019-122567,16/02/2019,United States,Central,Texas,Dallas,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Michael Nguyen,2,7.96,0.8,-13.93
US-2019-122567,16/02/2019,United States,Central,Texas,Dallas,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,Michael Nguyen,3,1.08,0.8,-1.728
US-2019-154165,17/02/2019,United States,Central,Illinois,Chicago,Office Supplies,Art,Staples in misc. colors,Delfina Latchford,14,54.208,0.2,8.8088
US-2019-165589,18/02/2019,United States,Central,Texas,Lubbock,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",Troy Blackwell,5,25.16,0.6,-11.322
US-2019-152905,18/02/2019,United States,Central,Texas,Arlington,Office Supplies,Storage,Akro Stacking Bins,Aaron Bergman,2,12.624,0.2,-2.5248
US-2019-109491,20/02/2019,United States,Central,Indiana,Richmond,Furniture,Furnishings,"Master Caster Door Stop, Brown",Linda Cazamias,4,20.32,0,6.9088
US-2019-164903,20/02/2019,United States,West,California,Los Angeles,Office Supplies,Paper,Xerox 204,Steven Roelle,2,12.96,0,6.2208
US-2019-109491,20/02/2019,United States,Central,Indiana,Richmond,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,Linda Cazamias,3,62.31,0,22.4316
US-2019-165540,21/02/2019,United States,Central,Illinois,Woodstock,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,Tamara Manning,5,8.85,0.8,-13.7175
US-2019-133354,22/02/2019,United States,West,California,Moreno Valley,Office Supplies,Paper,Xerox 220,Sue Ann Reed,3,19.44,0,9.3312
US-2019-103744,23/02/2019,United States,Central,Texas,El Paso,Office Supplies,Binders,GBC Plastic Binding Combs,Michael Grace,3,4.428,0.8,-6.8634
US-2019-103744,23/02/2019,United States,Central,Texas,El Paso,Office Supplies,Labels,Staple-on labels,Michael Grace,3,6.936,0.2,2.3409
US-2019-137680,24/02/2019,United States,West,Oregon,Medford,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",Jennifer Halladay,3,22.776,0.2,7.6869
US-2019-137680,24/02/2019,United States,West,Oregon,Medford,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",Jennifer Halladay,4,32.896,0.2,11.1024
US-2019-156545,27/02/2019,United States,East,Ohio,Columbus,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,Joy Smith,4,19.456,0.2,3.4048
US-2019-113880,01/03/2019,United States,Central,Illinois,Elmhurst,Furniture,Chairs,Novimex Swivel Fabric Task Chair,Vicky Freymann,6,634.116,0.3,-172.1172
US-2019-131009,01/03/2019,United States,Central,Texas,El Paso,Furniture,Chairs,Harbour Creations Steel Folding Chair,Shahid Collister,6,362.25,0.3,0
US-2019-104269,01/03/2019,United States,West,Washington,Seattle,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,Dave Brooks,2,457.568,0.2,51.4764
US-2019-131009,01/03/2019,United States,Central,Texas,El Paso,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,Shahid Collister,6,63.552,0.6,-34.9536
US-2019-168312,01/03/2019,United States,Central,Texas,Houston,Furniture,Tables,Bevis Round Conference Room Tables and Bases,Giulietta Weimer,3,376.509,0.3,-43.0296
US-2019-131009,01/03/2019,United States,Central,Texas,El Paso,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,Shahid Collister,5,18.84,0.2,-3.5325
US-2019-113880,01/03/2019,United States,Central,Illinois,Elmhurst,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Vicky Freymann,3,17.472,0.2,5.6784
US-2019-131009,01/03/2019,United States,Central,Texas,El Paso,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,Shahid Collister,3,129.552,0.2,-22.6716
US-2019-168312,01/03/2019,United States,Central,Texas,Houston,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,Giulietta Weimer,3,137.352,0.2,8.5845
US-2019-143707,01/03/2019,United States,East,New York,New York City,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,Hallie Redmond,3,5.94,0,1.6038
US-2019-107524,02/03/2019,United States,East,New York,New York City,Office Supplies,Envelopes,Staple envelope,Kristina Nunn,2,11.36,0,5.3392
US-2019-111157,02/03/2019,United States,East,Pennsylvania,Philadelphia,Office Supplies,Paper,Xerox 1971,Nicole Hansen,1,3.424,0.2,1.07
US-2019-107524,02/03/2019,United States,East,New York,New York City,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",Kristina Nunn,5,36.4,0,17.472
US-2019-111157,02/03/2019,United States,East,Pennsylvania,Philadelphia,Technology,Accessories,Hypercom P1300 Pinpad,Nicole Hansen,3,151.2,0.2,32.13
US-2019-127978,03/03/2019,United States,East,Ohio,Columbus,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Jill Stevenson,5,302.45,0.5,-199.617
US-2019-105648,03/03/2019,United States,West,California,San Diego,Furniture,Tables,"Bevis Oval Conference Table, Walnut",Eva Jacobs,3,626.352,0.2,-23.4882
US-2019-130421,03/03/2019,United States,Central,Texas,Houston,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,Sam Craven,3,176.772,0.8,-459.6072
US-2019-155852,03/03/2019,United States,South,North Carolina,Wilmington,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,Ashley Jarboe,4,19.456,0.2,3.4048
US-2019-127964,03/03/2019,United States,East,New York,New York City,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Anne Pryor,5,25.32,0.2,9.1785
US-2019-127964,03/03/2019,United States,East,New York,New York City,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,Anne Pryor,3,125.76,0.2,40.872
US-2019-127978,03/03/2019,United States,East,Ohio,Columbus,Office Supplies,Labels,Avery 495,Jill Stevenson,3,15.12,0.2,4.914
US-2019-127978,03/03/2019,United States,East,Ohio,Columbus,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,Jill Stevenson,8,44.672,0.2,-10.0512
US-2019-127964,03/03/2019,United States,East,New York,New York City,Technology,Phones,PowerGen Dual USB Car Charger,Anne Pryor,1,9.99,0,4.5954
US-2019-117016,04/03/2019,United States,South,Florida,Margate,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",Sanjit Chand,3,15.552,0.2,2.3328
US-2019-116239,04/03/2019,United States,South,South Carolina,Columbia,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,Clay Ludtke,5,354.9,0,17.745
US-2019-169061,05/03/2019,United States,East,New York,Yonkers,Office Supplies,Art,Newell 345,Aimee Bixby,3,59.52,0,15.4752
US-2019-169061,05/03/2019,United States,East,New York,Yonkers,Office Supplies,Binders,GBC Wire Binding Combs,Aimee Bixby,6,49.632,0.2,16.7508
US-2019-169061,05/03/2019,United States,East,New York,Yonkers,Office Supplies,Paper,Xerox 1891,Aimee Bixby,2,97.82,0,45.9754
US-2019-169061,05/03/2019,United States,East,New York,Yonkers,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,Aimee Bixby,2,18.62,0,5.3998
US-2019-169061,05/03/2019,United States,East,New York,Yonkers,Technology,Accessories,Logitech Wireless Gaming Headset G930,Aimee Bixby,3,479.97,0,177.5889
US-2019-104563,07/03/2019,United States,West,Washington,Seattle,Furniture,Chairs,Office Star - Task Chair with Contemporary Loop Arms,Craig Molinari,6,436.704,0.2,21.8352
US-2019-156587,07/03/2019,United States,West,Washington,Seattle,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",Aaron Bergman,1,48.712,0.2,5.4801
US-2019-104563,07/03/2019,United States,West,Washington,Seattle,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",Craig Molinari,2,481.568,0.2,54.1764
